Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
683,K Empty Slots,k-empty-slots,,"Array,Binary Indexed Tree,Sliding Window,Ordered Set",Hard,36.7,152505,56018,725,653,,,
684,Redundant Connection,redundant-connection,"In this problem, a tree is an undirected graph that is connected and has no cycles. You are given a graph that started as a tree with n nodes labeled from 1 to n, with one additional edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The graph is represented as an array edges of length n where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the graph. Return an edge that can be removed so that the resulting graph is a tree of n nodes. If there are multiple answers, return the answer that occurs last in the input. ","Depth-First Search,Breadth-First Search,Union Find,Graph",Medium,61.1,317920,194287,3572,286,,"685,721,2246","Redundant Connection II,Accounts Merge,Maximum Employees to Be Invited to a Meeting"
685,Redundant Connection II,redundant-connection-ii,"In this problem, a rooted tree is a directed graph such that, there is exactly one node (the root) for which all other nodes are descendants of this node, plus every node has exactly one parent, except for the root node which has no parents. The given input is a directed graph that started as a rooted tree with n nodes (with distinct values from 1 to n), with one additional directed edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The resulting graph is given as a 2D-array of edges. Each element of edges is a pair [ui, vi] that represents a directed edge connecting nodes ui and vi, where ui is a parent of child vi. Return an edge that can be removed so that the resulting graph is a rooted tree of n nodes. If there are multiple answers, return the answer that occurs last in the given 2D-array. ","Depth-First Search,Breadth-First Search,Union Find,Graph",Hard,33.7,152361,51386,1538,265,,684,Redundant Connection
686,Repeated String Match,repeated-string-match,"Given two strings a and b, return the minimum number of times you should repeat string a so that string b is a substring of it. If it is impossible for b​​​​​​ to be a substring of a after repeating it, return -1. Notice: string ""abc"" repeated 0 times is """", repeated 1 time is ""abc"" and repeated 2 times is ""abcabc"". ","String,String Matching",Medium,33.5,358115,120112,1388,896,,459,Repeated Substring Pattern
687,Longest Univalue Path,longest-univalue-path,"Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value. This path may or may not pass through the root. The length of the path between two nodes is represented by the number of edges between them. ","Tree,Depth-First Search,Binary Tree",Medium,39.3,355853,139892,3041,607,,"124,250,437","Binary Tree Maximum Path Sum,Count Univalue Subtrees,Path Sum III"
688,Knight Probability in Chessboard,knight-probability-in-chessboard,"On an n x n chessboard, a knight starts at the cell (row, column) and attempts to make exactly k moves. The rows and columns are 0-indexed, so the top-left cell is (0, 0), and the bottom-right cell is (n - 1, n - 1). A chess knight has eight possible moves it can make, as illustrated below. Each move is two cells in a cardinal direction, then one cell in an orthogonal direction. Each time the knight is to move, it chooses one of eight possible moves uniformly at random (even if the piece would go off the chessboard) and moves there. The knight continues moving until it has made exactly k moves or has moved off the chessboard. Return the probability that the knight remains on the board after it has stopped moving. ",Dynamic Programming,Medium,51.5,153524,79062,1905,287,,576,Out of Boundary Paths
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,"Given an integer array nums and an integer k, find three non-overlapping subarrays of length k with maximum sum and return them. Return the result as a list of indices representing the starting position of each interval (0-indexed). If there are multiple answers, return the lexicographically smallest one. ","Array,Dynamic Programming",Hard,48.5,128154,62143,1590,97,,123,Best Time to Buy and Sell Stock III
690,Employee Importance,employee-importance,"You have a data structure of employee information, including the employee's unique ID, importance value, and direct subordinates' IDs. You are given an array of employees employees where: Given an integer id that represents an employee's ID, return the total importance value of this employee and all their direct and indirect subordinates. ","Hash Table,Depth-First Search,Breadth-First Search",Medium,63.9,268561,171639,1562,1230,,339,Nested List Weight Sum
691,Stickers to Spell Word,stickers-to-spell-word,"We are given n different types of stickers. Each sticker has a lowercase English word on it. You would like to spell out the given string target by cutting individual letters from your collection of stickers and rearranging them. You can use each sticker more than once if you want, and you have infinite quantities of each sticker. Return the minimum number of stickers that you need to spell out target. If the task is impossible, return -1. Note: In all test cases, all words were chosen randomly from the 1000 most common US English words, and target was chosen as a concatenation of two random words. ","Dynamic Programming,Backtracking,Bit Manipulation,Bitmask",Hard,46.6,64079,29892,708,68,"We want to perform an exhaustive search, but we need to speed it up based on the input data being random.  

For all stickers, we can ignore any letters that are not in the target word.  

When our candidate answer won't be smaller than an answer we have already found, we can stop searching this path.  

When a sticker dominates another, we shouldn't include the dominated sticker in our sticker collection.  [Here, we say a sticker `A` dominates `B` if `A.count(letter) >= B.count(letter)` for all letters.]",383,Ransom Note
692,Top K Frequent Words,top-k-frequent-words,"Given an array of strings words and an integer k, return the k most frequent strings. Return the answer sorted by the frequency from highest to lowest. Sort the words with the same frequency by their lexicographical order. ","Hash Table,String,Trie,Sorting,Heap (Priority Queue),Bucket Sort,Counting",Medium,54.3,682591,370829,4346,245,,"347,1014,1919","Top K Frequent Elements,K Closest Points to Origin,Sort Features by Popularity"
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,"Given a positive integer, check whether it has alternating bits: namely, if two adjacent bits will always have different values. ",Bit Manipulation,Easy,60.8,150170,91374,899,102,,191,Number of 1 Bits
694,Number of Distinct Islands,number-of-distinct-islands,,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function",Medium,59.6,200971,119861,1710,97,,"200,711,2035","Number of Islands,Number of Distinct Islands II,Count Sub Islands"
695,Max Area of Island,max-area-of-island,"You are given an m x n binary matrix grid. An island is a group of 1's (representing land) connected 4-directionally (horizontal or vertical.) You may assume all four edges of the grid are surrounded by water. The area of an island is the number of cells with a value 1 in the island. Return the maximum area of an island in grid. If there is no island, return 0. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix",Medium,69.6,648302,450928,5777,144,,"200,463,1845,2206","Number of Islands,Island Perimeter,Largest Submatrix With Rearrangements,Detonate the Maximum Bombs"
696,Count Binary Substrings,count-binary-substrings,"Give a binary string s, return the number of non-empty substrings that have the same number of 0's and 1's, and all the 0's and all the 1's in these substrings are grouped consecutively. Substrings that occur multiple times are counted the number of times they occur. ","Two Pointers,String",Easy,64.8,225586,146161,2806,593,"How many valid binary substrings exist in ""000111"", and how many in ""11100""?  What about ""00011100""?",271,Encode and Decode Strings
697,Degree of an Array,degree-of-an-array,"Given a non-empty array of non-negative integers nums, the degree of this array is defined as the maximum frequency of any one of its elements. Your task is to find the smallest possible length of a (contiguous) subarray of nums, that has the same degree as nums. ","Array,Hash Table",Easy,55.6,265235,147495,1945,1289,"Say 5 is the only element that occurs the most number of times - for example, nums = [1, 5, 2, 3, 5, 4, 5, 6].  What is the answer?",53,Maximum Subarray
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,"Given an integer array nums and an integer k, return true if it is possible to divide this array into k non-empty subsets whose sums are all equal. ","Array,Dynamic Programming,Backtracking,Bit Manipulation,Memoization,Bitmask",Medium,44.2,437177,193131,4667,300,"We can figure out what target each subset must sum to.  Then, let's recursively search, where at each call to our function, we choose which of k subsets the next value will join.","416,2135","Partition Equal Subset Sum,Maximum Number of Ways to Partition an Array"
699,Falling Squares,falling-squares,"There are several squares being dropped onto the X-axis of a 2D plane. You are given a 2D integer array positions where positions[i] = [lefti, sideLengthi] represents the ith square with a side length of sideLengthi that is dropped with its left edge aligned with X-coordinate lefti. Each square is dropped one at a time from a height above any landed squares. It then falls downward (negative Y direction) until it either lands on the top side of another square or on the X-axis. A square brushing the left/right side of another square does not count as landing on it. Once it lands, it freezes in place and cannot be moved. After each square is dropped, you must record the height of the current tallest stack of squares. Return an integer array ans where ans[i] represents the height described above after dropping the ith square. ","Array,Segment Tree,Ordered Set",Hard,43.8,44288,19395,446,69,"If positions = [[10, 20], [20, 30]], this is the same as [[1, 2], [2, 3]].  Currently, the values of positions are very large.  Can you generalize this approach so as to make the values in positions manageable?",218,The Skyline Problem
711,Number of Distinct Islands II,number-of-distinct-islands-ii,,"Hash Table,Depth-First Search,Breadth-First Search,Union Find,Hash Function",Hard,51.0,16023,8173,213,219,,694,Number of Distinct Islands
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,"Given two strings s1 and s2, return the lowest ASCII sum of deleted characters to make two strings equal. ","String,Dynamic Programming",Medium,61.5,99713,61334,1878,62,"Let dp(i, j) be the answer for inputs s1[i:] and s2[j:].","72,300,583","Edit Distance,Longest Increasing Subsequence,Delete Operation for Two Strings"
713,Subarray Product Less Than K,subarray-product-less-than-k,"Given an array of integers nums and an integer k, return the number of contiguous subarrays where the product of all the elements in the subarray is strictly less than k. ","Array,Sliding Window",Medium,43.7,368610,160899,3826,132,"For each j, let opt(j) be the smallest i so that nums[i] * nums[i+1] * ... * nums[j] is less than k.  opt is an increasing function.","152,325,560,1083,2233","Maximum Product Subarray,Maximum Size Subarray Sum Equals k,Subarray Sum Equals K,Two Sum Less Than K,Number of Smooth Descent Periods of a Stock"
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,"You are given an array prices where prices[i] is the price of a given stock on the ith day, and an integer fee representing a transaction fee. Find the maximum profit you can achieve. You may complete as many transactions as you like, but you need to pay the transaction fee for each transaction. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ","Array,Dynamic Programming,Greedy",Medium,62.1,260591,161802,3862,103,"Consider the first K stock prices.  At the end, the only legal states are that you don't own a share of stock, or that you do.  Calculate the most profit you could have under each of these two cases.",122,Best Time to Buy and Sell Stock II
715,Range Module,range-module,"A Range Module is a module that tracks ranges of numbers. Design a data structure to track the ranges represented as half-open intervals and query about them. A half-open interval [left, right) denotes all the real numbers x where left <= x < right. Implement the RangeModule class: ","Design,Segment Tree,Ordered Set",Hard,43.5,98617,42935,910,71,Maintain a sorted set of disjoint intervals.  addRange and removeRange can be performed with time complexity linear to the size of this set; queryRange can be performed with time complexity logarithmic to the size of this set.,"56,57,352","Merge Intervals,Insert Interval,Data Stream as Disjoint Intervals"
716,Max Stack,max-stack,,"Linked List,Stack,Design,Doubly-Linked List,Ordered Set",Easy,45.1,262679,118380,1464,434,,155,Min Stack
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,"We have two special characters: Given a binary array bits that ends with 0, return true if the last character must be a one-bit character. ",Array,Easy,46.2,222480,102835,663,1710,"Keep track of where the next character starts.  At the end, you want to know if you started on the last bit.",89,Gray Code
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,"Given two integer arrays nums1 and nums2, return the maximum length of a subarray that appears in both arrays. ","Array,Binary Search,Dynamic Programming,Sliding Window,Rolling Hash,Hash Function",Medium,51.4,326681,167799,3731,88,"Use dynamic programming.  dp[i][j] will be the answer for inputs A[i:], B[j:].","209,2051","Minimum Size Subarray Sum,Longest Common Subpath"
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,"The distance of a pair of integers a and b is defined as the absolute difference between a and b. Given an integer array nums and an integer k, return the kth smallest distance among all the pairs nums[i] and nums[j] where 0 <= i < j < nums.length. ","Array,Two Pointers,Binary Search,Sorting",Hard,35.0,165915,58039,1921,62,Binary search for the answer.  How can you check how many pairs have distance <= X?,"373,378,658,668,802","Find K Pairs with Smallest Sums,Kth Smallest Element in a Sorted Matrix,Find K Closest Elements,Kth Smallest Number in Multiplication Table,K-th Smallest Prime Fraction"
720,Longest Word in Dictionary,longest-word-in-dictionary,"Given an array of strings words representing an English Dictionary, return the longest word in words that can be built one character at a time by other words in words. If there is more than one possible answer, return the longest word with the smallest lexicographical order. If there is no answer, return the empty string. ","Array,Hash Table,String,Trie,Sorting",Medium,50.9,220173,112159,1317,1288,"For every word in the input list, we can check whether all prefixes of that word are in the input list by using a Set.","524,676,2009","Longest Word in Dictionary through Deleting,Implement Magic Dictionary,Longest Word With All Prefixes"
721,Accounts Merge,accounts-merge,"Given a list of accounts where each element accounts[i] is a list of strings, where the first element accounts[i][0] is a name, and the rest of the elements are emails representing emails of the account. Now, we would like to merge these accounts. Two accounts definitely belong to the same person if there is some common email to both accounts. Note that even if two accounts have the same name, they may belong to different people as people could have the same name. A person can have any number of accounts initially, but all of their accounts definitely have the same name. After merging the accounts, return the accounts in the following format: the first element of each account is the name, and the rest of the elements are emails in sorted order. The accounts themselves can be returned in any order. ","Array,String,Depth-First Search,Breadth-First Search,Union Find",Medium,55.8,435735,243102,4146,742,"For every pair of emails in the same account, draw an edge between those emails.  The problem is about enumerating the connected components of this graph.","684,734,737","Redundant Connection,Sentence Similarity,Sentence Similarity II"
722,Remove Comments,remove-comments,"Given a C++ program, remove comments from it. The program source is an array of strings source where source[i] is the ith line of the source code. This represents the result of splitting the original source code string by the newline character '\n'. In C++, there are two types of comments, line comments, and block comments. The first effective comment takes precedence over others. If a certain line of code is empty after removing comments, you must not output that line: each string in the answer list will be non-empty. There will be no control characters, single quote, or double quote characters. Also, nothing else such as defines or macros will interfere with the comments. It is guaranteed that every open block comment will eventually be closed, so ""/*"" outside of a line or block comment always starts a new comment. Finally, implicit newline characters can be deleted by block comments. Please see the examples below for details. After removing the comments from the source code, return the source code in the same format. ","Array,String",Medium,37.4,143239,53542,558,1481,"Carefully parse each line according to the following rules:

* If we start a block comment and we aren't in a block, then we will skip over the next two characters and change our state to be in a block.

* If we end a block comment and we are in a block, then we will skip over the next two characters and change our state to be *not* in a block.

* If we start a line comment and we aren't in a block, then we will ignore the rest of the line.

* If we aren't in a block comment (and it wasn't the start of a comment), we will record the character we are at.

* At the end of each line, if we aren't in a block, we will record the line.","385,439","Mini Parser,Ternary Expression Parser"
723,Candy Crush,candy-crush,,"Array,Two Pointers,Matrix,Simulation",Medium,75.1,66066,49647,755,341,"Carefully perform the ""crush"" and ""gravity"" steps.  In the crush step, flag each candy that should be removed, then go through and crush each flagged candy.  In the gravity step, collect the candy in each column and then rewrite the column appropriately.  Do these steps repeatedly until there's no work left to do.",,
724,Find Pivot Index,find-pivot-index,"Given an array of integers nums, calculate the pivot index of this array. The pivot index is the index where the sum of all the numbers strictly to the left of the index is equal to the sum of all the numbers strictly to the index's right. If the index is on the left edge of the array, then the left sum is 0 because there are no elements to the left. This also applies to the right edge of the array. Return the leftmost pivot index. If no such index exists, return -1. ","Array,Prefix Sum",Easy,51.5,584791,300925,3064,364,"We can precompute prefix sums P[i] = nums[0] + nums[1] + ... + nums[i-1].
Then for each index, the left sum is P[i], and the right sum is P[P.length - 1] - P[i] - nums[i].","560,2102,2369","Subarray Sum Equals K,Find the Middle Index in Array,Maximum Sum Score of Array"
725,Split Linked List in Parts,split-linked-list-in-parts,"Given the head of a singly linked list and an integer k, split the linked list into k consecutive linked list parts. The length of each part should be as equal as possible: no two parts should have a size differing by more than one. This may lead to some parts being null. The parts should be in the order of occurrence in the input list, and parts occurring earlier should always have a size greater than or equal to parts occurring later. Return an array of the k parts. ",Linked List,Medium,56.9,167331,95145,1777,197,"If there are N nodes in the list, and k parts, then every part has N/k elements, except the first N%k parts have an extra one.","61,328","Rotate List,Odd Even Linked List"
726,Number of Atoms,number-of-atoms,"Given a string formula representing a chemical formula, return the count of each atom. The atomic element always starts with an uppercase character, then zero or more lowercase letters, representing the name. One or more digits representing that element's count may follow if the count is greater than 1. If the count is 1, no digits will follow. Two formulas are concatenated together to produce another formula. A formula placed in parentheses, and a count (optionally added) is also a formula. Return the count of all elements as a string in the following form: the first name (in sorted order), followed by its count (if that count is more than 1), followed by the second name (in sorted order), followed by its count (if that count is more than 1), and so on. The test cases are generated so that all the values in the output fit in a 32-bit integer. ","Hash Table,String,Stack,Sorting",Hard,51.8,85988,44502,918,231,"To parse formula[i:], when we see a `'('`, we will parse recursively whatever is inside the brackets (up to the correct closing ending bracket) and add it to our count, multiplying by the following multiplicity if there is one.

Otherwise, we should see an uppercase character: we will parse the rest of the letters to get the name, and add that (plus the multiplicity if there is one.)","394,471,736","Decode String,Encode String with Shortest Length,Parse Lisp Expression"
727,Minimum Window Subsequence,minimum-window-subsequence,,"String,Dynamic Programming,Sliding Window",Hard,42.8,177864,76194,1222,74,Let dp[j][e] = s be the largest index for which S[s:e+1] has T[:j] as a substring.,"76,674","Minimum Window Substring,Longest Continuous Increasing Subsequence"
728,Self Dividing Numbers,self-dividing-numbers,"A self-dividing number is a number that is divisible by every digit it contains. A self-dividing number is not allowed to contain the digit zero. Given two integers left and right, return a list of all the self-dividing numbers in the range [left, right]. ",Math,Easy,76.9,226706,174351,1130,347,"For each number in the range, check whether it is self dividing by converting that number to a character array (or string in Python), then checking that each digit is nonzero and divides the original number.",507,Perfect Number
729,My Calendar I,my-calendar-i,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a double booking. A double booking happens when two events have some non-empty intersection (i.e., some moment is common to both events.). The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end. Implement the MyCalendar class: ","Design,Segment Tree,Ordered Set",Medium,55.1,262105,144447,1894,58,"Store the events as a sorted list of intervals.  If none of the events conflict, then the new event can be added.","731,732","My Calendar II,My Calendar III"
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,"Given a string s, return the number of different non-empty palindromic subsequences in s. Since the answer may be very large, return it modulo 109 + 7. A subsequence of a string is obtained by deleting zero or more characters from the string. A sequence is palindromic if it is equal to the sequence reversed. Two sequences a1, a2, ... and b1, b2, ... are different if there is some i for which ai != bi. ","String,Dynamic Programming",Hard,44.3,59687,26437,1270,68,"Let dp(i, j) be the answer for the string T = S[i:j+1] including the empty sequence. The answer is the number of unique characters in T, plus palindromes of the form ""a_a"", ""b_b"", ""c_c"", and ""d_d"", where ""_"" represents zero or more characters.",516,Longest Palindromic Subsequence
731,My Calendar II,my-calendar-ii,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a triple booking. A triple booking happens when three events have some non-empty intersection (i.e., some moment is common to all the three events.). The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end. Implement the MyCalendarTwo class: ","Design,Segment Tree,Ordered Set",Medium,53.3,135700,72357,1129,123,"Store two sorted lists of intervals: one list will be all times that are at least single booked, and another list will be all times that are definitely double booked.  If none of the double bookings conflict, then the booking will succeed, and you should update your single and double bookings accordingly.","729,732","My Calendar I,My Calendar III"
732,My Calendar III,my-calendar-iii,"A k-booking happens when k events have some non-empty intersection (i.e., there is some time that is common to all k events.) You are given some events [start, end), after each given event, return an integer k representing the maximum k-booking between all the previous events. Implement the MyCalendarThree class: ","Design,Segment Tree,Ordered Set",Hard,66.4,59885,39769,703,146,"Treat each interval [start, end) as two events ""start"" and ""end"", and process them in sorted order.","729,731","My Calendar I,My Calendar II"
733,Flood Fill,flood-fill,"An image is represented by an m x n integer grid image where image[i][j] represents the pixel value of the image. You are also given three integers sr, sc, and newColor. You should perform a flood fill on the image starting from the pixel image[sr][sc]. To perform a flood fill, consider the starting pixel, plus any pixels connected 4-directionally to the starting pixel of the same color as the starting pixel, plus any pixels connected 4-directionally to those pixels (also with the same color), and so on. Replace the color of all of the aforementioned pixels with newColor. Return the modified image after performing the flood fill. ","Array,Depth-First Search,Breadth-First Search,Matrix",Easy,58.2,673313,391611,3924,373,"Write a recursive function that paints the pixel if it's the correct color, then recurses on neighboring pixels.",463,Island Perimeter
734,Sentence Similarity,sentence-similarity,,"Array,Hash Table,String",Easy,43.0,117004,50277,280,446,"Two words w1 and w2 are similar if and only if w1 == w2, (w1, w2) was a pair, or (w2, w1) was a pair.","547,721,737","Number of Provinces,Accounts Merge,Sentence Similarity II"
735,Asteroid Collision,asteroid-collision,"We are given an array asteroids of integers representing asteroids in a row. For each asteroid, the absolute value represents its size, and the sign represents its direction (positive meaning right, negative meaning left). Each asteroid moves at the same speed. Find out the state of the asteroids after all collisions. If two asteroids meet, the smaller one will explode. If both are the same size, both will explode. Two asteroids moving in the same direction will never meet. ","Array,Stack",Medium,44.4,433907,192607,3407,267,Say a row of asteroids is stable.  What happens when a new asteroid is added on the right?,"605,2245,2317","Can Place Flowers,Destroying Asteroids,Count Collisions on a Road"
736,Parse Lisp Expression,parse-lisp-expression,You are given a string expression representing a Lisp-like expression to return the integer value of. The syntax for these expressions is given as follows. ,"Hash Table,String,Stack,Recursion",Hard,51.2,35889,18389,386,304,"* If the expression starts with a digit or '-', it's an integer: return it.

* If the expression starts with a letter, it's a variable.  Recall it by checking the current scope in reverse order.

* Otherwise, group the tokens (variables or expressions) within this expression by counting the ""balance"" `bal` of the occurrences of `'('` minus the number of occurrences of `')'`.  When the balance is zero, we have ended a token.  For example, `(add 1 (add 2 3))` should have tokens `'1'` and `'(add 2 3)'`.

* For add and mult expressions, evaluate each token and return the addition or multiplication of them.

* For let expressions, evaluate each expression sequentially and assign it to the variable in the current scope, then return the evaluation of the final expression.","439,726,781","Ternary Expression Parser,Number of Atoms,Basic Calculator IV"
737,Sentence Similarity II,sentence-similarity-ii,,"Array,Hash Table,String,Depth-First Search,Breadth-First Search,Union Find",Medium,48.1,121807,58568,704,42,"Consider the graphs where each pair in ""pairs"" is an edge.  Two words are similar if they are the same, or are in the same connected component of this graph.","547,721,734","Number of Provinces,Accounts Merge,Sentence Similarity"
738,Monotone Increasing Digits,monotone-increasing-digits,"An integer has monotone increasing digits if and only if each pair of adjacent digits x and y satisfy x <= y. Given an integer n, return the largest number that is less than or equal to n with monotone increasing digits. ","Math,Greedy",Medium,46.7,79953,37361,901,87,"Build the answer digit by digit, adding the largest possible one that would make the number still less than or equal to N.",402,Remove K Digits
739,Daily Temperatures,daily-temperatures,"Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature. If there is no future day for which this is possible, keep answer[i] == 0 instead. ","Array,Stack,Monotonic Stack",Medium,67.0,559365,374997,6760,155,"If the temperature is say, 70 today, then in the future a warmer temperature must be either 71, 72, 73, ..., 99, or 100.  We could remember when all of them occur next.","496,937","Next Greater Element I,Online Stock Span"
740,Delete and Earn,delete-and-earn,You are given an integer array nums. You want to maximize the number of points you get by performing the following operation any number of times: Return the maximum number of points you can earn by applying the above operation some number of times. ,"Array,Hash Table,Dynamic Programming",Medium,57.3,311800,178651,4623,258,"If you take a number, you might as well take them all.  Keep track of what the value is of the subset of the input with maximum M when you either take or don't take M.",198,House Robber
741,Cherry Pickup,cherry-pickup,"You are given an n x n grid representing a field of cherries, each cell is one of three possible integers. Return the maximum number of cherries you can collect by following the rules below: ","Array,Dynamic Programming,Matrix",Hard,36.2,144841,52406,2555,120,,"64,174,2189","Minimum Path Sum,Dungeon Game,Maximum Path Quality of a Graph"
742,To Lower Case,to-lower-case,"Given a string s, return the string after replacing every uppercase letter with the same lowercase letter. ",String,Easy,81.3,413860,336519,1053,2298,"Most languages support lowercase conversion for a string data type. However, that is certainly not the purpose of the problem. Think about how the implementation of the lowercase function call can be done easily. Think ASCII! Think about the different capital letters and their ASCII codes and how that relates to their lowercase counterparts. Does there seem to be any pattern there? Any mathematical relationship that we can use?",2235,Capitalize the Title
743,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,45.6,82896,37835,753,147,"Convert the tree to a general graph, and do a breadth-first search.  Alternatively, find the closest leaf for every node on the path from root to target.",,
744,Network Delay Time,network-delay-time,"You are given a network of n nodes, labeled from 1 to n. You are also given times, a list of travel times as directed edges times[i] = (ui, vi, wi), where ui is the source node, vi is the target node, and wi is the time it takes for a signal to travel from source to target. We will send a signal from a given node k. Return the time it takes for all the n nodes to receive the signal. If it is impossible for all the n nodes to receive the signal, return -1. ","Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path",Medium,48.4,479952,232392,3920,275,"We visit each node at some time, and if that time is better than the fastest time we've reached this node, we travel along outgoing edges in sorted order.  Alternatively, we could use Dijkstra's algorithm.","2151,2171","The Time When the Network Becomes Idle,Second Minimum Time to Reach Destination"
745,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,"Given a characters array letters that is sorted in non-decreasing order and a character target, return the smallest character in the array that is larger than target. Note that the letters wrap around. ","Array,Binary Search",Easy,45.2,402960,182233,1541,1403,Try to find whether each of 26 next letters are in the given string array.,2269,Count Elements With Strictly Smaller and Greater Elements 
746,Prefix and Suffix Search,prefix-and-suffix-search,Design a special dictionary with some words that searchs the words in it by a prefix and a suffix. Implement the WordFilter class: ,"String,Design,Trie",Hard,36.5,136211,49693,1040,329,"For a word like ""test"", consider ""#test"", ""t#test"", ""st#test"", ""est#test"", ""test#test"".  Then if we have a query like prefix = ""te"", suffix = ""t"", we can find it by searching for something we've inserted starting with ""t#te"".",211,Design Add and Search Words Data Structure
747,Min Cost Climbing Stairs,min-cost-climbing-stairs,"You are given an integer array cost where cost[i] is the cost of ith step on a staircase. Once you pay the cost, you can either climb one or two steps. You can either start from the step with index 0, or the step with index 1. Return the minimum cost to reach the top of the floor. ","Array,Dynamic Programming",Easy,58.6,769739,450967,5723,992,"Say f[i] is the final cost to climb to the top from step i.  Then f[i] = cost[i] + min(f[i+1], f[i+2]).",70,Climbing Stairs
748,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,"You are given an integer array nums where the largest integer is unique. Determine whether the largest element in the array is at least twice as much as every other number in the array. If it is, return the index of the largest element, or return -1 otherwise. ","Array,Sorting",Easy,45.2,342731,154812,665,752,"Scan through the array to find the unique largest element `m`, keeping track of it's index `maxIndex`.

Scan through the array again.  If we find some `x != m` with `m < 2*x`, we should return `-1`.

Otherwise, we should return `maxIndex`.","2274,2327","Keep Multiplying Found Values by Two,Largest Number After Digit Swaps by Parity"
749,Shortest Completing Word,shortest-completing-word,"Given a string licensePlate and an array of strings words, find the shortest completing word in words. A completing word is a word that contains all the letters in licensePlate. Ignore numbers and spaces in licensePlate, and treat letters as case insensitive. If a letter appears more than once in licensePlate, then it must appear in the word the same number of times or more. For example, if licensePlate = ""aBc 12c"", then it contains letters 'a', 'b' (ignoring case), and 'c' twice. Possible completing words are ""abccdef"", ""caaacab"", and ""cbca"". Return the shortest completing word in words. It is guaranteed an answer exists. If there are multiple shortest completing words, return the first one that occurs in words. ","Array,Hash Table,String",Easy,58.9,84073,49487,312,851,"Count only the letters (possibly converted to lowercase) of each word.  If a word is shorter and the count of each letter is at least the count of that letter in the licensePlate, it is the best answer we've seen yet.",,
750,Contain Virus,contain-virus,"A virus is spreading rapidly, and your task is to quarantine the infected area by installing walls. The world is modeled as an m x n binary grid isInfected, where isInfected[i][j] == 0 represents uninfected cells, and isInfected[i][j] == 1 represents cells contaminated with the virus. A wall (and only one wall) can be installed between any two 4-directionally adjacent cells, on the shared boundary. Every night, the virus spreads to all neighboring cells in all four directions unless blocked by a wall. Resources are limited. Each day, you can install walls around only one region (i.e., the affected area (continuous block of infected cells) that threatens the most uninfected cells the following night). There will never be a tie. Return the number of walls used to quarantine all the infected regions. If the world will become fully infected, return the number of walls used. ","Array,Depth-First Search,Breadth-First Search,Matrix,Simulation",Hard,50.0,16339,8173,229,367,"The implementation is long - we want to perfrom the following steps:

* Find all viral regions (connected components), additionally for each region keeping track of the frontier (neighboring uncontaminated cells), and the perimeter of the region.

* Disinfect the most viral region, adding it's perimeter to the answer.

* Spread the virus in the remaining regions outward by 1 square.",,
751,Number Of Corner Rectangles,number-of-corner-rectangles,,"Array,Math,Dynamic Programming,Matrix",Medium,67.5,52675,35574,576,85,"For each pair of 1s in the new row (say at `new_row[i]` and `new_row[j]`), we could create more rectangles where that pair forms the base.  The number of new rectangles is the number of times some previous row had `row[i] = row[j] = 1`.",,
752,IP to CIDR,ip-to-cidr,,"String,Bit Manipulation",Medium,54.9,25225,13856,30,79,"Convert the ip addresses to and from (long) integers.  You want to know what is the most addresses you can put in this block starting from the ""start"" ip, up to n.  It is the smallest between the lowest bit of start and the highest bit of n.  Then, repeat this process with a new start and n.","93,468","Restore IP Addresses,Validate IP Address"
